,Compound Rating,Date,Negative Rating,Neutral Rating,Positive Rating,Source Account,Text
247,-0.3612,Mon Apr 09 13:00:15 +0000 2018,0.128,0.809,0.064,CNN,Stormy Daniels' legal team plans to release a composite sketch of the man the porn star says threatened her in 2011… https://t.co/Rbmaf5sW4J
248,0.0,Mon Apr 09 12:49:37 +0000 2018,0.063,0.874,0.063,CNN,"Florida Republican Gov. Rick Scott says he's running for the US Senate, setting up a serious challenge to the state… https://t.co/9oHrPWsZw6"
249,0.6369,Mon Apr 09 12:45:10 +0000 2018,0.0,0.704,0.296,CNN,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/0vjI9pVzDK via @CNNTravel https://t.co/MPo2WPjbfX
250,-0.0258,Mon Apr 09 12:38:55 +0000 2018,0.154,0.647,0.199,CNN,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/XHbOXLchua https://t.co/XXBefmOdcn
251,-0.25,Mon Apr 09 12:37:05 +0000 2018,0.114,0.818,0.068,CNN,Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on… https://t.co/IrPIXbxHUd
252,0.0,Mon Apr 09 12:30:11 +0000 2018,0.0,1.0,0.0,CNN,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating gl… https://t.co/2yZT9mnSSF"
253,0.0,Mon Apr 09 12:26:02 +0000 2018,0.0,1.0,0.0,CNN,"Deutsche Bank, Germany's biggest lender, is getting rid of its CEO after years of heavy losses.… https://t.co/O1UvpLNxyz"
254,0.0,Mon Apr 09 12:19:04 +0000 2018,0.0,1.0,0.0,CNN,4 questions Congress must ask Facebook CEO Mark Zuckerberg https://t.co/5PaplSDYRt https://t.co/TPsfQPpUKu
255,-0.1226,Mon Apr 09 12:16:02 +0000 2018,0.063,0.937,0.0,CNN,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's a… https://t.co/ErTHLwtmHe"
256,0.0,Mon Apr 09 12:12:37 +0000 2018,0.0,1.0,0.0,CNN,"Facebook CEO Mark Zuckerberg is on Capitol Hill today to meet with lawmakers, including members of committees holdi… https://t.co/TEjSDM8O0O"
257,-0.5106,Mon Apr 09 12:12:02 +0000 2018,0.275,0.604,0.121,CNN,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/YZqAM2JZ2X https://t.co/aGlBwRjZrc"
258,0.0,Mon Apr 09 12:04:23 +0000 2018,0.0,1.0,0.0,CNN,What cities and states are doing about guns since the Parkland shooting https://t.co/x2gNmQqcvg https://t.co/q70mtKVUqn
259,0.0,Mon Apr 09 12:03:04 +0000 2018,0.0,1.0,0.0,CNN,Designing for hedonists: The evolution of nightclub interiors https://t.co/PJKGBCwL2b via @CNNStyle https://t.co/osJPpj5Jlo
260,-0.6597,Mon Apr 09 11:59:06 +0000 2018,0.252,0.748,0.0,CNN,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/VGZeMMBqZ9"
261,0.0,Mon Apr 09 11:56:02 +0000 2018,0.0,1.0,0.0,CNN,"How President Trump might counter ""Animal Assad"" https://t.co/1UCL0ugNRt | via @CNNOpinion https://t.co/6Vxl00eqbc"
262,0.5859,Mon Apr 09 11:51:07 +0000 2018,0.0,0.759,0.241,CNN,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/ckEnqdDG2p https://t.co/Y7CYQy1zrp
263,-0.3818,Mon Apr 09 11:44:06 +0000 2018,0.178,0.822,0.0,CNN,Here's everything you need to know about the US-China trade battle https://t.co/qfAXCtoeph https://t.co/qc6MwmahAG
264,-0.5423,Mon Apr 09 11:39:27 +0000 2018,0.231,0.769,0.0,CNN,"Oklahoma teachers will continue their walkout for a sixth day today, maintaining their pressure on state legislator… https://t.co/FdYFsxlo0U"
265,-0.6124,Mon Apr 09 11:38:04 +0000 2018,0.417,0.583,0.0,CNN,"Lightning strike kills 1, injures 4 in Florida https://t.co/iDZeD9keEh https://t.co/MnHKWwyfzB"
266,0.0,Mon Apr 09 11:31:05 +0000 2018,0.0,1.0,0.0,CNN,Atlanta is the world's busiest airport for another year. Here's the rest of the list: https://t.co/qy5qAnTwjG
267,0.0,Mon Apr 09 11:30:06 +0000 2018,0.0,1.0,0.0,CNN,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/4UF8wtRLft"
268,-0.6249,Mon Apr 09 11:26:30 +0000 2018,0.186,0.814,0.0,CNN,"RT @NewDay: ""They're really very ordinary,"" says @npwcnn of British ISIS terrorists called ""the Beatles.""

""Unextraordinary people to some…"
269,-0.1226,Mon Apr 09 11:26:19 +0000 2018,0.066,0.934,0.0,CNN,"Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" have called some of the group's act… https://t.co/TJ5ez1pFVh"
270,0.0,Mon Apr 09 11:26:05 +0000 2018,0.0,1.0,0.0,CNN,US military resumes air operations in Djibouti https://t.co/tb7GCGzpIl https://t.co/dMKZRtdHaw
271,-0.6597,Mon Apr 09 11:20:03 +0000 2018,0.318,0.568,0.114,CNN,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/Hz9pxAiJFO
272,0.3182,Mon Apr 09 11:16:03 +0000 2018,0.0,0.881,0.119,CNN,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/iWTVDtKsqB
273,0.0,Mon Apr 09 11:12:06 +0000 2018,0.0,1.0,0.0,CNN,Advocacy groups claim YouTube illegally collects data from kids https://t.co/cekqlCi0z1 https://t.co/zjlS4plfp6
274,-0.4588,Mon Apr 09 11:10:34 +0000 2018,0.16,0.84,0.0,CNN,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/7v8OKBAdFh
275,0.0,Mon Apr 09 11:06:04 +0000 2018,0.0,1.0,0.0,CNN,Cambridge Analytica whistleblower says data could've come from more than 87 million users and be stored in Russia… https://t.co/Ul43cBSA1l
276,-0.4019,Mon Apr 09 11:00:09 +0000 2018,0.153,0.847,0.0,CNN,"5 things for Monday:

- Syria
- Alaska 'bathroom bill'
- Hungary election
- Canada bus crash
- Tony Robbins and… https://t.co/4MGWimP6ee"
277,-0.802,Mon Apr 09 10:58:02 +0000 2018,0.444,0.556,0.0,CNN,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/Dqje3GDcLG https://t.co/rXwFCMGiXH
278,-0.3182,Mon Apr 09 10:52:06 +0000 2018,0.246,0.628,0.126,CNN,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/iqhidMOnZO https://t.co/YKp7r5Vlt0
279,0.0,Mon Apr 09 10:50:07 +0000 2018,0.0,1.0,0.0,CNN,"When Congress returns Monday from a two-week recess, all eyes will be on Facebook CEO Mark Zuckerberg as he takes t… https://t.co/rvKkEqwlqD"
280,-0.4588,Mon Apr 09 10:46:04 +0000 2018,0.25,0.75,0.0,CNN,"A year after the US attacked Syria, what's changed? https://t.co/fD4i63D5cc https://t.co/T2skoyLYDv"
281,0.2263,Mon Apr 09 10:45:04 +0000 2018,0.14,0.628,0.232,CNN,Should Democrats worry that a blue wave is being treated like a sure thing? | Analysis by @zbyronwolf … https://t.co/ic7X2vHlwu
282,-0.6249,Mon Apr 09 10:41:02 +0000 2018,0.389,0.611,0.0,CNN,"Muenster van attack driver acted alone, police say https://t.co/0ImvR5IoMW https://t.co/BweBbbfH2O"
283,0.0,Mon Apr 09 10:35:35 +0000 2018,0.0,1.0,0.0,CNN,Bill Cosby's retrial begins in Pennsylvania today -- the first time the comedian's case returns to court since the… https://t.co/mKOcWGBE5R
284,0.0,Mon Apr 09 10:35:05 +0000 2018,0.0,1.0,0.0,CNN,"Republican Sen. John McCain says President Trump ""emboldened"" Syrian leader Bashar al-Assad with comments on US wit… https://t.co/2Dm4Cpqyla"
285,0.0,Mon Apr 09 10:31:07 +0000 2018,0.0,1.0,0.0,CNN,"New Trump adviser is ""not much of a carrot man"" https://t.co/5yAePVYewm | via @CNNopinion https://t.co/Cib9B7ZUTl"
286,-0.3182,Mon Apr 09 10:26:01 +0000 2018,0.112,0.837,0.051,CNN,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland… https://t.co/f9mmASATVg
287,0.0,Mon Apr 09 10:21:02 +0000 2018,0.0,1.0,0.0,CNN,New details about the birth of the third child of the Duke and Duchess of Cambridge have been revealed by Kensingto… https://t.co/A6r1pHeuqm
288,-0.1655,Mon Apr 09 10:15:07 +0000 2018,0.142,0.858,0.0,CNN,"Ad boycott continues, but Laura Ingraham is coming back https://t.co/A9aXH4c6Tb https://t.co/KBp3OW1IMd"
289,-0.7096,Mon Apr 09 10:12:04 +0000 2018,0.269,0.731,0.0,CNN,"The US denied attacking a Syrian airfield on Sunday, hours after President Donald Trump tweeted ""Animal Assad"" woul… https://t.co/KAoUrZQTf4"
290,0.3612,Mon Apr 09 10:06:04 +0000 2018,0.0,0.828,0.172,CNN,Jimmy Kimmel apologizes for jabs at Fox News host Sean Hannity https://t.co/fZDKYMkN5H https://t.co/WWKAqAwmj3
291,0.0,Mon Apr 09 09:59:03 +0000 2018,0.0,1.0,0.0,CNN,"Stormy Daniels' attorney has once again filed a motion to depose President Donald Trump and his lawyer, Michael Coh… https://t.co/NjypxY1Pex"
292,-0.1531,Mon Apr 09 09:57:23 +0000 2018,0.071,0.929,0.0,CNN,"Are you one of the 87 million Facebook users affected by the Cambridge Analytica data breach?

CNN wants to hear fr… https://t.co/ceSEBdQnht"
293,-0.5719,Mon Apr 09 09:52:58 +0000 2018,0.236,0.764,0.0,CNN,"""A Quiet Place"" leads box office as horror keeps making noise https://t.co/gEzgD5vtI4 https://t.co/Cdq3ZTV6jE"
294,-0.25,Mon Apr 09 09:43:05 +0000 2018,0.114,0.818,0.068,CNN,Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on… https://t.co/n3Xv9yvPZ8
295,-0.5423,Mon Apr 09 09:34:03 +0000 2018,0.22,0.78,0.0,CNN,"Oklahoma teachers to continue their walkout for a sixth day, maintaining their pressure on state legislators for in… https://t.co/QClmRnFGPP"
296,-0.6597,Mon Apr 09 09:27:21 +0000 2018,0.318,0.568,0.114,CNN,Ferrari mechanic suffers a broken leg after being hit by a car during a pit stop at the Bahrain Grand Prix https://t.co/dolD3bQW65
297,0.0,Mon Apr 09 09:14:52 +0000 2018,0.0,1.0,0.0,CNN,New details about the birth of the third child of the Duke and Duchess of Cambridge have been revealed by Kensingto… https://t.co/HIZw9JEsqf
298,-0.1226,Mon Apr 09 09:09:42 +0000 2018,0.063,0.937,0.0,CNN,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's a… https://t.co/4ZAF4Buuje"
299,-0.3182,Mon Apr 09 08:58:40 +0000 2018,0.112,0.837,0.051,CNN,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland… https://t.co/qkxc9sCfrk
300,-0.836,Mon Apr 09 19:22:00 +0000 2018,0.418,0.582,0.0,FoxNews,Gov. Walker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/3hO7y7q4ir
301,-0.4939,Mon Apr 09 19:14:00 +0000 2018,0.286,0.714,0.0,FoxNews,New foam armor for tanks can pulverize enemies https://t.co/LZQv9MQFJy
302,0.0,Mon Apr 09 19:01:08 +0000 2018,0.0,1.0,0.0,FoxNews,".@PressSec: “The president wants to bring our troops home after we complete the mission to eradicate ISIS in Syria."" https://t.co/vkJPE2gzaU"
303,0.34,Mon Apr 09 18:55:15 +0000 2018,0.0,0.876,0.124,FoxNews,.@PressSec: “The president and his national security team are consulting closely with allies and partners to determ… https://t.co/gtCxEaN9nc
304,0.0,Mon Apr 09 18:48:04 +0000 2018,0.0,1.0,0.0,FoxNews,.@PressSec Sarah Sanders holds a briefing https://t.co/YxMR6d0PDd
305,0.0,Mon Apr 09 18:37:54 +0000 2018,0.0,1.0,0.0,FoxNews,".@SenBillNelson on Mark Zuckerberg's upcoming testimony: If we don’t do something about this, we’re not going to ha… https://t.co/90Dgie3h0M"
306,-0.34,Mon Apr 09 18:31:57 +0000 2018,0.211,0.789,0.0,FoxNews,Georgia reignites longstanding feud over border with northern neighbors https://t.co/HNQBOEfStS
307,0.7579,Mon Apr 09 18:30:55 +0000 2018,0.0,0.745,0.255,FoxNews,.@FLGovScott on @dailybriefing: “We have to make sure we defend our own borders and defend the freedom of this coun… https://t.co/jB9CN4Uoqs
308,0.0,Mon Apr 09 18:25:11 +0000 2018,0.0,1.0,0.0,FoxNews,.@FLGovScott on @dailybriefing: “I believe that we can change Washington.” https://t.co/etdgQ3PUtP https://t.co/M5vF2Fem6G
309,0.0,Mon Apr 09 18:22:31 +0000 2018,0.0,1.0,0.0,FoxNews,"Ex-AG Lynch: Clinton tarmac talk was about 'innocuous things' - via @brookefoxnews 
https://t.co/Dv1DOgEbXi"
310,-0.4767,Mon Apr 09 18:13:10 +0000 2018,0.171,0.829,0.0,FoxNews,".@POTUS calls Syria chemical attack 'atrocious,' says U.S. to make 'major decisions' in coming hours https://t.co/TihuiGkTVR"
311,0.0,Mon Apr 09 17:33:59 +0000 2018,0.0,1.0,0.0,FoxNews,Hiker Meets Reindeer Herd in Cairngorms National Park in Scotland https://t.co/hOowjIx64X
312,0.0,Mon Apr 09 17:29:29 +0000 2018,0.0,1.0,0.0,FoxNews,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/ekjweddTYh"
313,-0.836,Mon Apr 09 17:15:47 +0000 2018,0.418,0.582,0.0,FoxNews,Gov. @ScottWalker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/wf9kbtInq6
314,0.2023,Mon Apr 09 16:47:47 +0000 2018,0.135,0.676,0.189,FoxNews,Puppy in Texas Rescued After Getting Head Stuck in Car Wheel https://t.co/rJwe7uUEpy
315,0.0,Mon Apr 09 16:36:06 +0000 2018,0.0,1.0,0.0,FoxNews,.@POTUS orders National Guard to the southern border https://t.co/0RXkQA4C3x
316,0.0,Mon Apr 09 16:25:49 +0000 2018,0.0,1.0,0.0,FoxNews,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD"
317,-0.128,Mon Apr 09 16:25:41 +0000 2018,0.111,0.889,0.0,FoxNews,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA
318,0.0,Mon Apr 09 16:22:56 +0000 2018,0.0,1.0,0.0,FoxNews,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu
319,0.0,Mon Apr 09 16:21:48 +0000 2018,0.0,1.0,0.0,FoxNews,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn
320,-0.5574,Mon Apr 09 16:15:47 +0000 2018,0.338,0.662,0.0,FoxNews,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9"
321,-0.2263,Mon Apr 09 16:12:51 +0000 2018,0.094,0.851,0.055,FoxNews,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our countr… https://t.co/55wEoECcWe
322,0.0,Mon Apr 09 16:10:12 +0000 2018,0.0,1.0,0.0,FoxNews,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE
323,0.5859,Mon Apr 09 16:06:20 +0000 2018,0.0,0.798,0.202,FoxNews,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a num… https://t.co/XbqM27U4AX
324,-0.7351,Mon Apr 09 16:03:05 +0000 2018,0.246,0.754,0.0,FoxNews,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some ma… https://t.co/NLaDnkB6fs"
325,-0.3182,Mon Apr 09 15:48:51 +0000 2018,0.187,0.813,0.0,FoxNews,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72
326,-0.3182,Mon Apr 09 15:41:12 +0000 2018,0.247,0.753,0.0,FoxNews,Alex Conant: “Everyone loses in a trade war.” https://t.co/pPKIsqKU3f
327,0.0,Mon Apr 09 15:30:54 +0000 2018,0.0,1.0,0.0,FoxNews,RT @FoxBusiness: Dow at session highs: https://t.co/I7RKNQgnlb https://t.co/6GPmRL0K23
328,0.128,Mon Apr 09 15:20:42 +0000 2018,0.0,0.88,0.12,FoxNews,'Shirtless' daredevil draped in American flag climbs 200-foot crane in Hollywood https://t.co/LObFSY5JsF
329,-0.296,Mon Apr 09 15:06:25 +0000 2018,0.145,0.855,0.0,FoxNews,"Breaking News: Body of Tennessee double-murder suspect believed to be found, sheriff says https://t.co/lEbAZCvlrf"
330,0.0,Mon Apr 09 14:43:27 +0000 2018,0.0,1.0,0.0,FoxNews,Toddler on American Airlines flight hit in head with oxygen canister that fell from ceiling during landing https://t.co/BO5ZoXFtDO
331,0.0,Mon Apr 09 14:36:36 +0000 2018,0.0,1.0,0.0,FoxNews,"Brandon Judd: “When we have the National Guard on the border, the cartels take notice.” https://t.co/zQ5dC38M6D"
332,0.3182,Mon Apr 09 14:34:51 +0000 2018,0.0,0.874,0.126,FoxNews,"“It’s going to be a huge boon."" – Brandon Judd on @USNationalGuard troops heading to the southern border https://t.co/HpdVpSk2WD"
333,0.0,Mon Apr 09 14:29:26 +0000 2018,0.0,1.0,0.0,FoxNews,Texas Gov on Sending Nat'l Guard to Border: 'There's a Mathematical Need For This' https://t.co/zaGRhlMHdb
334,-0.5574,Mon Apr 09 14:26:01 +0000 2018,0.231,0.769,0.0,FoxNews,Horse trailer carrying at least 18 illegal immigrants crashes in Southern California https://t.co/vDBNYCcCfP
335,0.0,Mon Apr 09 14:23:41 +0000 2018,0.0,1.0,0.0,FoxNews,"Mac Thornberry: ""We’ve got to do whatever it takes to have planes that fly and have training that is appropriate fo… https://t.co/PxyBSYRb7e"
336,0.4576,Mon Apr 09 14:20:34 +0000 2018,0.0,0.88,0.12,FoxNews,"Mac Thornberry: “What we do speaks much more clearly than what we say, and to show Putin and Assad and everybody el… https://t.co/pXOMQvtSfZ"
337,0.0,Mon Apr 09 14:15:12 +0000 2018,0.0,1.0,0.0,FoxNews,"Mac Thornberry: “We cannot fix Syria...We have to work with our allies to try to keep a lid on things."" https://t.co/VaXqZgzSTW"
338,0.3612,Mon Apr 09 14:12:15 +0000 2018,0.0,0.706,0.294,FoxNews,Tony Robbins apologizes for #MeToo comments https://t.co/NDTXRdhvmr
339,0.34,Mon Apr 09 14:08:49 +0000 2018,0.0,0.854,0.146,FoxNews,"Mac Thornberry: ""Syria is a cauldron of security concerns for all sorts of countries.” https://t.co/UjnLduMUV4 https://t.co/b3lTjMkMql"
340,0.3818,Mon Apr 09 14:05:35 +0000 2018,0.0,0.88,0.12,FoxNews,"RT @FoxBusiness: .@SecretaryPerry: ""Now, because of American innovation, American technology, we are now in the driver's seat when it comes…"
341,0.4336,Mon Apr 09 14:05:23 +0000 2018,0.0,0.856,0.144,FoxNews,"RT @FoxBusiness: .@SecretaryPerry: ""Fracking, horizontal drilling completely changed the dynamic out there in the world from the standpoint…"
342,0.4939,Mon Apr 09 14:04:13 +0000 2018,0.0,0.789,0.211,FoxNews,"Meghan Markle, Prince Harry ask for donations to charities as wedding gifts https://t.co/UPI4eSKubw"
343,0.0,Mon Apr 09 14:01:51 +0000 2018,0.0,1.0,0.0,FoxNews,Homeless residents brag about makeshift 'mansion' near Seattle's famed Space Needle https://t.co/O3WadCSrqE
344,-0.5423,Mon Apr 09 13:12:00 +0000 2018,0.243,0.757,0.0,FoxNews,"Facebook must shape up, or it will be 'broken up,' senator warns https://t.co/Q8Rozj7Hrr #fntech (via @christocarbone)"
345,-0.7096,Mon Apr 09 13:01:08 +0000 2018,0.33,0.67,0.0,FoxNews,Topless woman charges at Bill Cosby as he arrives for sex assault retrial https://t.co/7ekE4V4H7F
346,0.0,Mon Apr 09 12:59:25 +0000 2018,0.0,1.0,0.0,FoxNews,".@SecretaryPerry: “You’ve got to have boots on the ground, you’ve got to have the technologies, that’s the reason t… https://t.co/nGnZTfWihb"
347,-0.5859,Mon Apr 09 12:52:15 +0000 2018,0.348,0.652,0.0,FoxNews,73-year-old survives crash through brick wall and down 10-foot drop https://t.co/JH9HTBtN4u
348,0.6808,Mon Apr 09 12:30:27 +0000 2018,0.0,0.763,0.237,FoxNews,.@ScottWalker: “We protect our shores and our borders and I applaud the president for stepping up to take on illega… https://t.co/p97zi26qGq
349,-0.0747,Mon Apr 09 12:10:12 +0000 2018,0.145,0.727,0.128,FoxNews,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5G4Si
350,0.6124,Mon Apr 09 11:46:36 +0000 2018,0.0,0.688,0.312,FoxNews,.@GovAbbott on @foxandfriends: “Texas wants to ensure that we secure the border.” https://t.co/fwGehxeoqM
351,0.7713,Mon Apr 09 11:45:07 +0000 2018,0.0,0.718,0.282,FoxNews,".@GovAbbott: ""The people of Texas are very appreciative that the president of the United States has recognized this… https://t.co/kMRze2Y37o"
352,0.0,Mon Apr 09 11:32:36 +0000 2018,0.0,1.0,0.0,FoxNews,Ronald Vitello: “Consequences matter…We need to reduce the activity level at the border.” @foxandfriends https://t.co/IfOPglGQfx
353,0.0,Mon Apr 09 11:26:49 +0000 2018,0.0,1.0,0.0,FoxNews,Cooler than average temperatures continue for the Midwest and Northeast (via @JaniceDean) https://t.co/ci8Hm7Q6Of
354,0.0,Mon Apr 09 11:25:01 +0000 2018,0.0,1.0,0.0,FoxNews,"JUST IN: Florida GOP Gov. Rick Scott running for Senate, report says https://t.co/hQgoeiQpsb"
355,0.4019,Mon Apr 09 11:23:38 +0000 2018,0.0,0.856,0.144,FoxNews,Ronald Vitello on @USNationalGuard at the southern border: “They’re going to help us by adding capacity.”… https://t.co/oiOA1sIqWU
356,-0.5574,Mon Apr 09 11:05:02 +0000 2018,0.295,0.591,0.114,FoxNews,".@RalphNorman: “I believe that the only thing that stops a bad guy with a gun, is a good guy with a gun.” https://t.co/eboQAn54i6"
357,0.0772,Mon Apr 09 10:58:23 +0000 2018,0.0,0.925,0.075,FoxNews,"OPINION: Want jobs? Nebraska reforms have more people working, fewer on welfare and food stamps (via… https://t.co/t9QPR8HRKx"
358,-0.9062,Mon Apr 09 10:32:14 +0000 2018,0.468,0.532,0.0,FoxNews,.@LindseyGrahamSC on the suspected Syria chemical attack: “I think now [Assad] is a legitimate war criminal in the… https://t.co/nunsCfmgbG
359,-0.8402,Mon Apr 09 10:28:47 +0000 2018,0.417,0.583,0.0,FoxNews,.@LindseyGrahamSC on the suspected Syria chemical attack: “We should make [Assad] pay a heavy price by destroying h… https://t.co/e9yFdSIgWJ
360,-0.802,Mon Apr 09 10:28:05 +0000 2018,0.474,0.526,0.0,FoxNews,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/wWVEuIaCpL
361,-0.7003,Mon Apr 09 10:07:05 +0000 2018,0.326,0.674,0.0,FoxNews,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWlLZf
362,-0.6249,Mon Apr 09 09:56:41 +0000 2018,0.287,0.622,0.091,FoxNews,.@RLHeinrichs on the Syria chemical attack: “You can’t allow chemical weapons to continue being used.”… https://t.co/CnW8ZaedJP
363,0.0,Mon Apr 09 09:41:32 +0000 2018,0.0,1.0,0.0,FoxNews,Sen. Jeff Flake's son seeks new civil trial against Joe Arpaio https://t.co/rqc9nLB9Tm https://t.co/RhieDXVfYz
364,0.0,Mon Apr 09 09:35:10 +0000 2018,0.0,1.0,0.0,FoxNews,Texas Begins Deploying Troops to the Border https://t.co/9gYLu12hvH https://t.co/VsUSbZhUtE
365,-0.128,Mon Apr 09 09:16:10 +0000 2018,0.147,0.736,0.117,FoxNews,South Carolina reps introduce bill to allow debate on secession over gun laws https://t.co/xa9m1r0ptu
366,-0.5423,Mon Apr 09 09:01:54 +0000 2018,0.163,0.837,0.0,FoxNews,"Democratic strategist Chuck Rocha: ""Nobody in America wants anybody coming here who wants to do harm to America."" https://t.co/MYBFQmnRBu"
367,-0.4019,Mon Apr 09 09:00:00 +0000 2018,0.229,0.684,0.087,FoxNews,.@larry_kudlow tries to calm trade war fears but says #Trump 'not bluffing' about China tariffs https://t.co/dUUt2Xc9G6
368,-0.5423,Mon Apr 09 08:55:00 +0000 2018,0.259,0.741,0.0,FoxNews,New high-speed Florida train kills 4th person since launching service https://t.co/bQAcrPIa3x
369,-0.7003,Mon Apr 09 08:50:00 +0000 2018,0.326,0.674,0.0,FoxNews,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWDmQN
370,-0.4404,Mon Apr 09 08:42:00 +0000 2018,0.172,0.828,0.0,FoxNews,".@RepMcCaul: ""I remember @JohnKerry saying, 'We took all their chemical weapons away.' Obviously not."" https://t.co/x7G1yQlN19"
371,0.0,Mon Apr 09 08:40:19 +0000 2018,0.0,1.0,0.0,FoxNews,".@NanHayworth: ""Extreme vetting, which has been applied to targeted nations that we know are the sources of terror… https://t.co/OV0e9TAMSN"
372,0.0,Mon Apr 09 08:37:00 +0000 2018,0.0,1.0,0.0,FoxNews,Child advocates ask FTC to investigate YouTube https://t.co/vZEB4ezBGD
373,0.0,Mon Apr 09 08:32:40 +0000 2018,0.0,1.0,0.0,FoxNews,Texas begins deploying troops to southern border https://t.co/iKj4LWihu4
374,0.7783,Mon Apr 09 08:32:00 +0000 2018,0.0,0.657,0.343,FoxNews,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's economic policies and their positive results for A… https://t.co/Cos9MFoHLP"
